employee_id,client_id,first_name,last_name,personal_number,bank_account,bank_account_format,cost_centre,contract_type,pay_basis,monthly_salary,hourly_rate,started_on,ended_on,is_active,record_updated_on
E001-00708,CL-001,Tereza,Němcová,905322/8349,CZ9320100000001867538348,IBAN,STORE-SPIND-01,HPP,hourly,,280,2018-06-12,,True,2026-06-18
E001-00709,CL-001,Antonín,Jandák,890806/3053,CZ6630300000001750975781,IBAN,STORE-SPIND-01,DPČ,hourly,,210,2018-05-05,,True,2025-11-08
E001-00710,CL-001,František,Doležal,741206/2038,CZ1120100000004641750009,IBAN,STORE-SPIND-01,HPP,hourly,,185,2015-10-16,,True,2026-03-12
E001-00711,CL-001,Hana,Havlíková,876015/2130,CZ8727000000002154244942,IBAN,STORE-SPIND-01,HPP,hourly,,320,2018-07-08,,True,2026-07-23
E001-00712,CL-001,Michal,Matoušek,630928/8346,CZ7955004643441355110177,IBAN,STORE-SPIND-01,HPP,hourly,,180,2020-01-04,,True,2026-04-25
E001-00713,CL-001,Michal,Bartoš,800220/1092,CZ5501000000000172293392,IBAN,STORE-SPIND-01,HPP,hourly,,165,2021-11-06,,True,2026-02-19
E001-00714,CL-001,Petr,Veselý,061213/2965,CZ1755000000002239992486,IBAN,STORE-SPIND-01,HPP,hourly,,170,2011-08-25,,True,2026-04-01
E001-00715,CL-001,Nikola,Nováková,705526/1636,CZ2527000000001210938421,IBAN,STORE-SPIND-01,HPP part-time,hourly,,240,2023-11-09,,True,2025-08-08
E001-00716,CL-001,Věra,Králová,986213/2265,CZ6920108607370094551024,IBAN,STORE-SPIND-01,HPP part-time,hourly,,295,2022-05-19,,True,2026-07-24
E001-00717,CL-001,Jan,Doubek,011211/4095,CZ6155000000005709202223,IBAN,STORE-SPIND-01,HPP,hourly,,160,2016-11-19,,True,2025-12-31
E001-00718,CL-001,Jitka,Foltýnová,925416/1461,CZ0227000000003643523556,IBAN,STORE-SPIND-01,HPP,hourly,,255,2015-01-17,,True,2026-07-22
E001-00719,CL-001,Alena,Hájková,836009/3792,CZ7255000000004544642044,IBAN,STORE-SPIND-01,DPČ,hourly,,290,2014-04-15,,True,2026-04-11
E001-00720,CL-001,Tomáš,Hrabec,760102/6429,CZ2662103031976273197792,IBAN,STORE-SPIND-01,HPP,hourly,,205,2018-12-09,,True,2025-11-10
E001-00721,CL-001,Miroslav,Válek,050809/4567,CZ0955000000007429667812,IBAN,STORE-SPIND-01,HPP,hourly,,270,2019-03-02,,True,2026-06-11
E001-00722,CL-001,Tereza,Kratochvílová,856221/3157,CZ7355000000002497739102,IBAN,STORE-SPIND-01,HPP,hourly,,260,2022-04-16,,True,2026-04-19
E001-00723,CL-001,Kateřina,Kolářová,835427/4623,CZ6955000000008679200168,IBAN,STORE-SPIND-01,DPP,hourly,,210,2024-06-03,,True,2026-01-18
E001-00724,CL-001,Roman,Doležal,850211/6153,CZ9506000000006542423847,IBAN,STORE-SPIND-01,HPP,hourly,,195,2021-04-29,,True,2025-09-26
E001-00725,CL-001,Jan,Pospíchal,660226/2654,CZ8755000000001497363300,IBAN,STORE-SPIND-01,HPP,hourly,,295,2016-04-30,,True,2026-04-25
E001-00726,CL-001,Václav,Zeman,970412/4679,CZ7406000000008514918352,IBAN,STORE-SPIND-01,HPP,hourly,,235,2024-08-10,,True,2025-09-22
E001-00727,CL-001,Martina,Konečná,966228/6205,CZ0920100000009767874998,IBAN,STORE-SPIND-01,HPP,hourly,,335,2018-10-29,,True,2026-03-16
E001-00728,CL-001,Jaroslav,Dvořák,990925/6748,CZ5430307264010528430208,IBAN,STORE-SPIND-01,HPP,hourly,,250,2015-05-02,,True,2025-10-25
E001-00729,CL-001,Marie,Pospíchalová,656008/7310,CZ0208000000006150895319,IBAN,STORE-SPIND-01,HPP,hourly,,330,2013-03-03,,True,2026-04-28
E001-00730,CL-001,Václav,Zajíc,880626/2229,CZ3720106342404127390621,IBAN,STORE-SPIND-01,DPČ,hourly,,335,2021-06-30,,True,2026-06-14
E001-00731,CL-001,Marie,Němcová,885318/6511,CZ7327007251994895855169,IBAN,STORE-SPIND-01,HPP,hourly,,315,2022-03-30,,True,2025-10-27
E001-00732,CL-001,Daniel,Beneš,061017/3252,CZ5320100000002154272135,IBAN,STORE-SPIND-01,DPČ,hourly,,160,2022-07-15,,True,2025-11-18
E001-00733,CL-001,Lenka,Doubková,765614/9725,CZ7420100000002603777129,IBAN,STORE-SPIND-01,HPP,hourly,,210,2024-05-23,,True,2026-03-10
E001-00734,CL-001,Veronika,Pekařová,915107/2836,CZ3055000000004932922063,IBAN,STORE-SPIND-01,HPP,hourly,,255,2014-07-08,,True,2026-02-03
E001-00735,CL-001,Dagmar,Svobodová,745914/7868,930960-1791242862/2010,legacy_domestic,STORE-SPIND-01,DPČ,hourly,,260,2016-08-14,,True,2025-07-15
E001-00736,CL-001,Petr,Kolář,971106/4453,CZ6220100000008227095198,IBAN,STORE-SPIND-01,HPP,hourly,,330,2013-03-15,,True,2026-06-01
E001-00737,CL-001,Pavel,Novák,650713/3214,CZ6530300000006706641197,IBAN,STORE-SPIND-01,HPP,hourly,,205,2023-05-05,,True,2025-07-24
E001-00738,CL-001,Radka,Čermáková,915114/8807,CZ3255000000005148177346,IBAN,STORE-SPIND-01,DPČ,hourly,,190,2023-01-03,,True,2026-01-07
E001-00739,CL-001,Jan,Kučera,721205/6941,CZ7620100000001206707239,IBAN,STORE-SPIND-01,HPP,hourly,,225,2023-12-04,,True,2026-04-11
E001-00740,CL-001,Josef,Fiala,660906/4006,CZ9430300000001351712801,IBAN,STORE-SPIND-01,HPP part-time,hourly,,190,2019-08-25,,True,2026-03-22
E001-00741,CL-001,Pavel,Šimek,740216/6769,8935500020/2010,legacy_domestic,STORE-SPIND-01,HPP,hourly,,210,2023-12-24,,True,2025-07-15
E001-00742,CL-001,Eva,Nováková,055707/5454,CZ6262100000001001321870,IBAN,STORE-SPIND-01,DPP,hourly,,285,2021-01-12,,True,2025-08-13
E001-00743,CL-001,Jaroslav,Zavadil,860501/9949,CZ7520106280850320607014,IBAN,STORE-SPIND-01,DPP,hourly,,205,2016-06-09,,True,2026-04-23
E001-00744,CL-001,Michaela,Čermáková,795507/9071,CZ2306000000001029268541,IBAN,STORE-SPIND-01,HPP,hourly,,240,2021-04-26,,True,2025-12-17
E001-00745,CL-001,Daniel,Kolář,870325/8234,CZ6806000000003626228167,IBAN,STORE-SPIND-01,HPP,hourly,,315,2016-09-24,,True,2026-02-14
E001-00746,CL-001,Vladimír,Pospíšil,960211/3641,CZ6730300676037306262378,IBAN,STORE-SPIND-01,DPČ,hourly,,265,2013-03-28,,True,2025-12-23
E001-00747,CL-001,Lenka,Urbanová,905121/8145,CZ3227003668632713482404,IBAN,STORE-PEC-01,HPP,hourly,,310,2024-09-20,,True,2025-12-26
E001-00748,CL-001,Michal,Novotný,810306/7345,CZ8001000000005099884115,IBAN,STORE-PEC-01,HPP,hourly,,320,2023-01-02,,True,2025-10-04
E001-00749,CL-001,Michal,Novák,000510/9735,CZ1603000206557977017515,IBAN,STORE-PEC-01,HPP,hourly,,305,2023-11-21,,True,2025-12-18
E001-00750,CL-001,Marie,Pospíšilová,775724/8897,CZ9555000097452715008838,IBAN,STORE-PEC-01,HPP,hourly,,280,2021-06-19,,True,2025-11-17
E001-00751,CL-001,Vladimír,Kolář,981227/2929,CZ8520100000006711574447,IBAN,STORE-PEC-01,HPP,hourly,,205,2020-03-15,,True,2026-05-01
E001-00752,CL-001,Hana,Urbanová,755522/3940,CZ2455000000005020164844,IBAN,STORE-PEC-01,DPP,hourly,,320,2024-02-03,,True,2026-07-26
E001-00753,CL-001,Tomáš,Doležal,060314/5116,CZ2401000000000101196636,IBAN,STORE-PEC-01,HPP,hourly,,180,2020-11-19,,True,2025-09-08
E001-00754,CL-001,Martina,Chalupová,635723/6470,CZ7262100000004825416031,IBAN,STORE-PEC-01,HPP,hourly,,165,2023-01-31,,True,2025-10-13
E001-00755,CL-001,Hana,Burešová,715323/5179,CZ4262100258742383486446,IBAN,STORE-PEC-01,HPP,hourly,,185,2018-09-09,,True,2026-02-18
E001-00756,CL-001,Martin,Fiala,010109/2602,CZ8030304686833977336466,IBAN,STORE-PEC-01,DPČ,hourly,,195,2017-03-25,,True,2025-07-27
E001-00757,CL-001,Jaroslav,Beneš,890903/9227,CZ7606000000004682491287,IBAN,STORE-PEC-01,HPP,hourly,,260,2021-01-29,,True,2025-11-14
E001-00758,CL-001,Anna,Tichá,006202/5307,CZ0408004676452002198004,IBAN,STORE-PEC-01,HPP,hourly,,270,2022-10-18,,True,2026-05-28
E001-00759,CL-001,Hana,Malá,936003/8895,CZ5730300000005688247459,IBAN,STORE-PEC-01,HPP part-time,hourly,,275,2025-07-18,,True,2025-07-28
E001-00760,CL-001,Matěj,Svoboda,690913/9250,CZ4508000000003695055529,IBAN,STORE-PEC-01,HPP,hourly,,300,2019-08-10,,True,2025-10-17
E001-00761,CL-001,Jan,Blažek,650403/9100,CZ9506000000005727820563,IBAN,STORE-PEC-01,HPP,hourly,,335,2024-05-14,,True,2026-01-15
E001-00762,CL-001,Martina,Dvořáková,005623/6211,CZ7906000000005552840223,IBAN,STORE-PEC-01,HPP part-time,hourly,,330,2025-02-10,,True,2026-06-05
E001-00763,CL-001,Milan,Kovář,961121/9421,CZ1262100000004737870731,IBAN,STORE-PEC-01,DPČ,hourly,,305,2023-11-09,,True,2026-02-20
E001-00764,CL-001,Radka,Hejduková,975719/4722,CZ1430300000000171033248,IBAN,STORE-PEC-01,HPP,hourly,,320,2011-10-12,,True,2025-08-22
E001-00765,CL-001,Martina,Kavková,015506/3088,CZ9403009370153371387580,IBAN,STORE-PEC-01,HPP,hourly,,260,2010-10-31,,True,2025-08-12
E001-00766,CL-001,Kateřina,Vávrová,875108/8410,CZ3130307720269552154607,IBAN,STORE-PEC-01,HPP,hourly,,255,2017-07-12,,True,2025-07-27
E001-00767,CL-001,Michal,Doležal,780816/4450,CZ6501000000003375579696,IBAN,STORE-PEC-01,HPP part-time,hourly,,260,2018-08-26,,True,2026-04-14
E001-00768,CL-001,Simona,Šindelářová,845505/2765,CZ6120105204083452074711,IBAN,STORE-PEC-01,HPP,hourly,,310,2017-08-05,,True,2025-09-10
E001-00769,CL-001,Markéta,Zemanová,805414/9073,CZ7706000000005740239991,IBAN,STORE-PEC-01,HPP,hourly,,270,2012-12-09,,True,2026-04-24
E001-00770,CL-001,Kateřina,Benešová,065418/6064,CZ5708000000003937601582,IBAN,STORE-PEC-01,HPP,hourly,,330,2023-01-29,,True,2026-06-22
E001-00771,CL-001,Eva,Musilová,955721/7727,CZ5955000000003958510660,IBAN,STORE-PEC-01,HPP part-time,hourly,,280,2024-10-26,,True,2026-08-08
E001-00772,CL-001,Kateřina,Havlová,845718/7681,CZ0455000000000969718065,IBAN,STORE-PEC-01,HPP part-time,hourly,,185,2024-04-18,,True,2026-01-03
E001-00773,CL-001,Marie,Blažková,685816/5399,CZ5808000000004662326879,IBAN,STORE-PEC-01,HPP,hourly,,215,2012-02-23,,True,2025-12-09
E001-00774,CL-001,Lucie,Pospíšilová,745601/7034,CZ9101000000004336398372,IBAN,STORE-PEC-01,HPP part-time,hourly,,160,2025-08-06,,True,2026-04-10
E001-00775,CL-001,Eva,Soukupová,846104/9642,8985735211/2700,legacy_domestic,STORE-PEC-01,DPČ,hourly,,225,2014-04-08,,True,2025-07-15
E001-00776,CL-001,Jitka,Fojtíková,875825/3680,CZ9527000000001667694156,IBAN,STORE-PEC-01,HPP part-time,hourly,,300,2021-09-25,,True,2026-03-19
E001-00777,CL-001,Renata,Veselá,025303/3715,CZ1930300000007033957273,IBAN,STORE-HARR-01,DPČ,hourly,,240,2022-01-15,,True,2026-04-01
E001-00778,CL-001,Zdeněk,Beránek,940903/5030,CZ5627007731395294146679,IBAN,STORE-HARR-01,HPP,hourly,,245,2017-07-29,,True,2025-11-07
E001-00779,CL-001,Marie,Králová,625913/9535,CZ2927003138446894895097,IBAN,STORE-HARR-01,HPP,hourly,,160,2018-03-16,,True,2026-06-06
E001-00780,CL-001,Barbora,Šindelářová,905910/7436,CZ2903003324756363150941,IBAN,STORE-HARR-01,HPP,hourly,,230,2025-02-13,,True,2025-11-29
E001-00781,CL-001,Jana,Pospíšilová,026014/3695,CZ3262106650233825331963,IBAN,STORE-HARR-01,HPP,hourly,,265,2013-06-10,,True,2025-07-25
E001-00782,CL-001,Petr,Kohout,710508/3564,CZ9320106102318497016829,IBAN,STORE-HARR-01,HPP part-time,hourly,,175,2019-08-30,,True,2026-07-13
E001-00783,CL-001,Jaroslava,Svobodová,885903/1467,CZ7706000000002636982623,IBAN,STORE-HARR-01,HPP,hourly,,190,2014-07-06,,True,2026-05-20
E001-00784,CL-001,Hana,Svobodová,065306/4064,CZ6120100000005312859711,IBAN,STORE-HARR-01,HPP,hourly,,160,2020-02-02,,True,2025-10-23
E001-00785,CL-001,Ivana,Marešová,825108/2746,CZ9301006837482776779328,IBAN,STORE-HARR-01,HPP,hourly,,285,2015-12-03,,True,2026-04-04
E001-00786,CL-001,Vladimír,Kavka,940204/9926,CZ8055000000000968540766,IBAN,STORE-HARR-01,HPP,hourly,,175,2020-10-24,,True,2026-07-30
E001-00787,CL-001,Petra,Sedláčková,875907/6699,3243272353/5500,legacy_domestic,STORE-HARR-01,HPP,hourly,,160,2019-02-23,,True,2025-07-15
E001-00788,CL-001,Radka,Doležalová,865412/6002,CZ5201000000001216124123,IBAN,STORE-HARR-01,HPP,hourly,,250,2015-01-28,,True,2026-06-08
E001-00789,CL-001,Martin,Brož,900612/3767,CZ2962100000000122273156,IBAN,STORE-HARR-01,HPP part-time,hourly,,285,2016-04-23,,True,2025-09-25
E001-00790,CL-001,Josef,Duda,821115/4810,CZ1155000000008281204586,IBAN,STORE-HARR-01,HPP,hourly,,325,2021-04-26,,True,2025-07-15
E001-00791,CL-001,Pavel,Marek,740905/7620,CZ3527000000007612795360,IBAN,STORE-HARR-01,HPP,hourly,,245,2024-03-02,,True,2026-03-13
E001-00792,CL-001,Jaroslav,Havel,731011/9543,CZ7608000000006606128276,IBAN,STORE-HARR-01,HPP,hourly,,200,2022-05-20,,True,2025-07-28
E001-00793,CL-001,Eva,Marešová,845518/9804,CZ2962100000004085191181,IBAN,STORE-HARR-01,HPP,hourly,,200,2023-02-10,,True,2026-05-11
E001-00794,CL-001,František,Svoboda,750805/8586,CZ7208000000000910716215,IBAN,STORE-HARR-01,HPP,hourly,,285,2025-09-16,,True,2025-09-20
E001-00795,CL-001,Blanka,Navrátilová,875511/8759,158612-7734236383/0600,legacy_domestic,STORE-HARR-01,HPP,hourly,,245,2023-03-11,,True,2025-07-15
E001-00796,CL-001,Martina,Kalousová,986207/6052,CZ9408000000003689614305,IBAN,STORE-HARR-01,DPČ,hourly,,230,2015-10-20,,True,2026-08-05
E001-00797,CL-001,Helena,Matoušková,995109/2977,CZ1155000000006269351642,IBAN,STORE-HARR-01,HPP,hourly,,245,2017-10-08,,True,2025-08-15
E001-00798,CL-001,Dagmar,Marková,755522/8033,CZ3630300000007201641837,IBAN,STORE-HARR-01,HPP,hourly,,180,2017-12-17,,True,2025-10-19
E001-00799,CL-001,Aleš,Vlk,781016/6454,CZ6962100000001383148567,IBAN,STORE-LIPNO-01,HPP,hourly,,205,2020-08-04,,True,2026-01-25
E001-00800,CL-001,Eva,Nováková,806101/1648,CZ4601000000001132553493,IBAN,STORE-LIPNO-01,HPP,hourly,,335,2020-12-09,,True,2026-07-23
E001-00801,CL-001,Jaroslav,Straka,690527/2180,CZ2530300000008137929297,IBAN,STORE-LIPNO-01,HPP part-time,hourly,,305,2024-06-14,,True,2025-10-05
E001-00802,CL-001,Hana,Malá,015104/5814,CZ3055000000004354033629,IBAN,STORE-LIPNO-01,HPP,hourly,,200,2015-03-05,,True,2026-05-15
E001-00803,CL-001,Stanislav,Veselý,650113/9342,CZ2320100000007218421030,IBAN,STORE-LIPNO-01,HPP,hourly,,250,2016-10-06,,True,2025-11-26
E001-00804,CL-001,Tomáš,Svoboda,621021/9313,CZ4955000000009858361337,IBAN,STORE-LIPNO-01,HPP,hourly,,235,2018-11-16,,True,2026-02-25
E001-00805,CL-001,Miroslav,Vaníček,711228/9880,CZ8630300000006909105912,IBAN,STORE-LIPNO-01,HPP,hourly,,215,2011-06-12,,True,2025-07-25
E001-00806,CL-001,Marie,Doležalová,025604/8669,CZ0562100000000818044888,IBAN,STORE-LIPNO-01,HPP,hourly,,330,2019-10-06,,True,2026-06-14
E001-00807,CL-001,Václav,Veselý,961010/8941,CZ8830304066483905325197,IBAN,STORE-LIPNO-01,HPP,hourly,,335,2017-05-01,,True,2026-07-24
E001-00808,CL-001,Eva,Ševčíková,775226/3661,CZ5320100000008322173596,IBAN,STORE-LIPNO-01,DPP,hourly,,285,2011-12-23,,True,2025-10-21
E001-00809,CL-001,Jana,Kavková,835417/6879,CZ4527000000008692988926,IBAN,STORE-LIPNO-01,HPP,hourly,,300,2022-07-08,,True,2025-08-07
E001-00810,CL-001,Michaela,Benešová,935507/9259,CZ6103000000005690083301,IBAN,STORE-LIPNO-01,HPP,hourly,,205,2013-09-24,,True,2026-05-22
E001-00811,CL-001,Marie,Pokorná,625115/5942,CZ6206000000001966875950,IBAN,STORE-LIPNO-01,HPP,hourly,,235,2018-07-15,,True,2025-12-21
E001-00812,CL-001,Radka,Hájková,635208/3698,CZ0762100000000530314625,IBAN,STORE-LIPNO-01,HPP,hourly,,170,2015-11-01,,True,2026-04-20
E001-00813,CL-001,Alena,Brožová,765614/6042,CZ3708000000001029731480,IBAN,STORE-LIPNO-01,HPP,hourly,,275,2014-12-03,,True,2025-08-16
E001-00814,CL-001,Helena,Dvořáková,875404/9974,CZ2006000000005108027900,IBAN,STORE-LIPNO-01,HPP part-time,hourly,,310,2021-07-09,,True,2025-12-13
E001-00815,CL-001,Monika,Burešová,936226/8948,CZ3508000000003840071194,IBAN,STORE-LIPNO-01,HPP,hourly,,300,2023-08-04,,True,2025-09-26
E001-00816,CL-001,Jan,Svoboda,620707/2176,CZ7220100000009372894326,IBAN,STORE-LIPNO-01,HPP,hourly,,170,2016-06-15,,True,2025-11-18
E001-00817,CL-001,Miroslav,Mareš,630511/1822,CZ4355003008154088847414,IBAN,STORE-LIPNO-01,HPP,hourly,,265,2020-06-14,,True,2026-05-05
E001-00818,CL-001,Zdeněk,Kavka,050226/7773,CZ6608000000007427148096,IBAN,STORE-LIPNO-01,HPP,hourly,,275,2015-03-01,,True,2025-09-14
E001-00819,CL-001,Michaela,Sedláčková,045318/2167,789111-4115775742/6210,legacy_domestic,STORE-LIPNO-01,HPP,hourly,,210,2024-06-03,,True,2025-07-15
E001-00820,CL-001,Stanislav,Kříž,621228/7401,CZ8627000000005135819223,IBAN,STORE-LIPNO-01,HPP,hourly,,185,2015-11-15,,True,2026-06-08
E001-00821,CL-001,Milan,Kliment,801208/3670,CZ4301003320913114671693,IBAN,STORE-ZELRU-01,HPP,hourly,,175,2025-06-29,,True,2025-10-17
E001-00822,CL-001,Josef,Kučera,951023/7910,CZ1608000000002870319856,IBAN,STORE-ZELRU-01,DPP,hourly,,245,2018-06-26,,True,2026-05-08
E001-00823,CL-001,Marie,Kvasničková,945401/7641,CZ1501000000003763526276,IBAN,STORE-ZELRU-01,HPP,hourly,,160,2019-09-09,,True,2026-01-04
E001-00824,CL-001,Stanislav,Vaněk,050118/5863,CZ8855004376077800045835,IBAN,STORE-ZELRU-01,HPP part-time,hourly,,295,2022-11-15,,True,2026-05-29
E001-00825,CL-001,Markéta,Rypková,835114/8848,CZ5830300000009198177891,IBAN,STORE-ZELRU-01,HPP,hourly,,230,2012-04-29,,True,2026-03-24
E001-00826,CL-001,Ivana,Hejduková,675113/1334,CZ0462100000002312681046,IBAN,STORE-ZELRU-01,HPP,hourly,,160,2017-02-26,,True,2026-03-23
E001-00827,CL-001,Klára,Bartošová,826020/1978,CZ3508000000007677885215,IBAN,STORE-ZELRU-01,HPP part-time,hourly,,265,2013-08-10,,True,2026-03-11
E001-00828,CL-001,Petra,Tichá,776119/6222,CZ1708000000001019570023,IBAN,STORE-ZELRU-01,HPP,hourly,,315,2018-02-24,,True,2025-08-19
E001-00829,CL-001,Monika,Marková,915416/2737,CZ1462100000005020362049,IBAN,STORE-ZELRU-01,HPP,hourly,,200,2020-09-01,,True,2026-04-16
E001-00830,CL-001,Jana,Kučerová,846121/5057,CZ2827000000009228289455,IBAN,STORE-ZELRU-01,HPP,hourly,,250,2011-12-28,,True,2025-08-23
E001-00831,CL-001,Miroslav,Šimek,640106/2580,CZ6208000000000177833574,IBAN,STORE-ZELRU-01,HPP,hourly,,240,2023-09-24,,True,2026-07-31
E001-00832,CL-001,Ivana,Jandáková,906206/8557,CZ5508006803149257190765,IBAN,STORE-ZELRU-01,HPP,hourly,,275,2012-10-22,,True,2025-09-29
E001-00833,CL-001,Barbora,Bártová,745222/4138,CZ9220102932840178111601,IBAN,STORE-ZELRU-01,DPČ,hourly,,185,2014-06-06,,True,2025-10-01
E001-00834,CL-001,Jana,Trnková,715318/2866,CZ5708000000007870102541,IBAN,STORE-ZELRU-01,HPP,hourly,,190,2023-02-08,,True,2026-02-23
E001-00835,CL-001,Roman,Novák,680506/6252,CZ6606007427726987127104,IBAN,STORE-ZELRU-01,HPP,hourly,,280,2017-01-12,,True,2026-06-14
E001-00836,CL-001,Kateřina,Svobodová,026210/4966,CZ0262100000001073326147,IBAN,STORE-ZELRU-01,DPP,hourly,,215,2025-09-25,,True,2026-02-18
E001-00837,CL-001,Rostislav,Novotný,641101/2803,CZ1601000000006076651017,IBAN,STORE-ZELRU-01,HPP,hourly,,200,2015-02-14,,True,2025-07-19
E001-00838,CL-001,Petra,Bezděková,696019/6508,CZ3103000000000919571558,IBAN,STORE-ZELRU-01,HPP,hourly,,245,2025-07-30,,True,2025-12-14
E001-00839,CL-001,Tereza,Holubová,935701/7399,CZ3755000000006290125470,IBAN,STORE-ZELRU-01,HPP,hourly,,275,2021-08-10,,True,2025-10-02
E001-00840,CL-001,Petr,Chalupa,830425/5123,CZ3701009642634135280812,IBAN,STORE-ZELRU-01,HPP,hourly,,285,2024-04-02,,True,2025-09-18
E001-00841,CL-001,Petr,Pospíšil,690721/8917,CZ0501000000003561522307,IBAN,STORE-DOMOR-01,HPP,hourly,,285,2013-11-11,,True,2025-07-16
E001-00842,CL-001,Hana,Vlková,865720/8933,CZ5606000000001317244554,IBAN,STORE-DOMOR-01,HPP,hourly,,210,2018-11-18,,True,2026-07-28
E001-00843,CL-001,Petr,Brož,770204/4222,CZ4330301265504026760870,IBAN,STORE-DOMOR-01,DPP,hourly,,315,2018-12-20,,True,2025-07-23
E001-00844,CL-001,Petr,Polák,000817/2694,CZ3820107487044944732777,IBAN,STORE-DOMOR-01,HPP,hourly,,335,2015-10-12,,True,2026-04-16
E001-00845,CL-001,Lenka,Motyčková,835106/8862,CZ6406002470855433712258,IBAN,STORE-DOMOR-01,HPP,hourly,,245,2014-07-06,,True,2026-06-13
E001-00846,CL-001,Jana,Vlčková,686226/7085,CZ0608004848351370363577,IBAN,STORE-DOMOR-01,HPP,hourly,,330,2024-02-06,,True,2026-02-21
E001-00847,CL-001,Alena,Burešová,636006/5485,CZ5903000000004966373127,IBAN,STORE-DOMOR-01,HPP,hourly,,260,2019-08-24,,True,2026-05-18
E001-00848,CL-001,Josef,Krejčí,850821/7888,CZ2955000000004781428063,IBAN,STORE-DOMOR-01,HPP,hourly,,240,2017-05-15,,True,2025-11-06
E001-00849,CL-001,Jaroslava,Pekařová,026121/5205,CZ2703000000001436882233,IBAN,STORE-DOMOR-01,HPP,hourly,,190,2013-11-22,,True,2025-10-25
E001-00850,CL-001,Jana,Kopecká,915117/8820,CZ1627003345306287816890,IBAN,STORE-DOMOR-01,HPP,hourly,,210,2018-01-26,,True,2025-08-22
E001-00851,CL-001,Jiří,Kučera,730524/5731,CZ2227000000007214267990,IBAN,STORE-DOMOR-01,HPP,hourly,,320,2021-09-02,,True,2026-07-13
E001-00852,CL-001,Petra,Urbanová,645628/1388,CZ4503004386657112142616,IBAN,STORE-DOMOR-01,HPP,hourly,,185,2024-04-17,,True,2026-07-10
E001-00853,CL-001,Jiří,Šimek,761026/7543,CZ7706000000001991460718,IBAN,STORE-DOMOR-01,HPP part-time,hourly,,255,2012-03-01,,True,2025-10-31
E001-00854,CL-001,Věra,Rybová,715805/2651,CZ2530306182620714992471,IBAN,STORE-DOMOR-01,HPP,hourly,,235,2019-02-19,,True,2026-06-29
E001-00855,CL-001,Věra,Blažková,065622/7786,CZ0930300000003178306587,IBAN,STORE-DOMOR-01,HPP,hourly,,250,2022-04-14,,True,2025-11-14
E001-00856,CL-001,Lucie,Rezková,985615/4421,CZ3206000000008938971971,IBAN,STORE-DOMOR-01,HPP,hourly,,290,2016-08-18,,True,2025-12-14
E001-00857,CL-001,Radka,Bláhová,756014/7190,CZ3608000000009946092069,IBAN,STORE-DOMOR-01,HPP,hourly,,210,2011-10-30,,True,2025-08-27
E001-00858,CL-001,Lenka,Havlová,985814/9341,CZ5462100000007497636569,IBAN,STORE-DOMOR-01,DPČ,hourly,,330,2018-02-27,,True,2026-07-19
E001-00859,CL-001,Eva,Malá,955514/5444,CZ7203000000002255970763,IBAN,STORE-DOMOR-01,DPČ,hourly,,275,2021-06-21,,True,2026-07-14
E001-00860,CL-001,Lenka,Bláhová,905225/3636,CZ0955000000007006517437,IBAN,STORE-DOMOR-01,HPP,hourly,,280,2017-06-10,,True,2026-07-28
E001-00861,CL-001,Alena,Sovová,875815/1203,CZ5803004244811104448557,IBAN,STORE-ROKY-01,HPP,hourly,,170,2012-03-13,,True,2025-08-26
E001-00862,CL-001,Petr,Kvasnička,921020/9279,CZ2820100534352082158814,IBAN,STORE-ROKY-01,HPP,hourly,,330,2013-01-09,,True,2026-06-07
E001-00863,CL-001,Roman,Němec,040314/1742,CZ6320103117192615750299,IBAN,STORE-ROKY-01,HPP,hourly,,195,2024-12-06,,True,2026-05-30
E001-00864,CL-001,Milan,Pokorný,990623/6213,CZ6408000000002167298397,IBAN,STORE-ROKY-01,HPP,hourly,,255,2021-08-19,,True,2025-09-09
E001-00865,CL-001,Michal,Zeman,741221/6945,CZ6455000000004536738337,IBAN,STORE-ROKY-01,DPČ,hourly,,255,2017-10-28,,True,2026-07-13
E001-00866,CL-001,Jan,Čermák,850917/3668,CZ9101000000001882412153,IBAN,STORE-ROKY-01,DPČ,hourly,,330,2024-07-04,,True,2025-11-14
E001-00867,CL-001,Petra,Šimková,875101/4302,CZ7627000000006982038736,IBAN,STORE-ROKY-01,HPP,hourly,,305,2022-11-13,,True,2025-08-10
E001-00868,CL-001,Pavel,Černý,850603/3083,CZ2008000000008651404839,IBAN,STORE-ROKY-01,HPP,hourly,,165,2023-02-03,,True,2026-02-28
E001-00869,CL-001,Pavel,Šimek,050409/1814,CZ4608004753800401845137,IBAN,STORE-ROKY-01,DPČ,hourly,,245,2014-05-19,,True,2025-11-01
E001-00870,CL-001,Jaroslav,Svoboda,750416/5449,4851294809/3030,legacy_domestic,STORE-ROKY-01,DPČ,hourly,,295,2024-02-29,,True,2025-07-15
E001-00871,CL-001,Hana,Veselá,955423/8897,CZ9008000000005459575123,IBAN,STORE-ROKY-01,HPP,hourly,,335,2015-08-19,,True,2025-11-07
E001-00872,CL-001,Miroslava,Bártová,005127/6875,CZ6530304382475621030922,IBAN,STORE-ROKY-01,HPP,hourly,,315,2021-12-04,,True,2026-01-11
E001-00873,CL-001,Jan,Kubát,971016/1843,CZ2501000000000611031237,IBAN,STORE-ROKY-01,HPP,hourly,,255,2023-08-03,,True,2025-11-24
